Molecule ChEMBL ID,Smiles,pChEMBL Value,Assay ChEMBL ID
CHEMBL4285600,C[C@H]1COC[C@H](C)N1c1nc(-c2cnc(N)cc2C(F)F)nc(N2[C@@H](C)COC[C@@H]2C)n1,7.19,CHEMBL4276427
CHEMBL1796759,CN(C(=O)c1cc2c(s1)-c1ccc(-c3cn[nH]c3)cc1OCC2)c1ccncc1Cl,7.19,CHEMBL1798651
CHEMBL2165006,COc1ccc(Nc2ncc(Cc3ccccc3)cc2-c2nc(C)nc(N)n2)cn1,7.19,CHEMBL3706341
CHEMBL2165026,COc1ccc(Nc2ncc(CO)cc2-c2nc(C)nc(N)n2)cn1,7.2,CHEMBL3706341
CHEMBL3646505,COc1ncc(Nc2nc(-c3ccncc3)ccc2-c2nc(C)nc(N)n2)cc1F,7.2,CHEMBL3706341
CHEMBL2165039,COc1ccc(Nc2ncccc2-c2nc(C)nc3nc[nH]c23)cn1,7.21,CHEMBL3706341
CHEMBL3643935,COc1ncc(Nc2ncccc2-c2nc(C)nc3[nH]cnc23)cn1,7.21,CHEMBL3706341
CHEMBL3646589,COc1ncc(Nc2ncc(C(C)NC(C)C)cc2-c2nc(C)nc(N)n2)cc1F,7.21,CHEMBL3706341
CHEMBL2165013,COc1ccc(Nc2ncc(CN3CCNCC3)cc2-c2nc(C)nc(N)n2)cn1,7.21,CHEMBL3706341
CHEMBL3646581,Cc1nc(N)nc(-c2cc(C(C)N3CCN(C(=O)N(C)C)CC3)cnc2Nc2ccc3scnc3c2)n1,7.22,CHEMBL3706341
CHEMBL3646503,COc1ncc(Nc2ncccc2-c2nc(C)nc(N)n2)cc1Cl,7.22,CHEMBL3706341
CHEMBL3646554,COc1ccc(Nc2ncc(-c3ccnnc3)cc2-c2nc(C)nc(N)n2)cn1,7.22,CHEMBL3706341
CHEMBL5874723,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1cnc4c(c1)OCCO4)n3CCCO2)C1CC1,7.23,CHEMBL5731104
CHEMBL3646538,COc1ccc(Nc2ncc(CN3CC(O)C3)cc2-c2nc(C)nc(N)n2)cn1,7.23,CHEMBL3706341
CHEMBL3649471,C=Cc1cnc(Nc2cnc(Cl)c(NS(C)(=O)=O)c2)c(-c2cc(N)nc(C)n2)c1,7.23,CHEMBL3706341
CHEMBL3646627,COc1ncc(Nc2ncc(C(C)O)cc2-c2nc(C)nc(N)n2)cc1F,7.23,CHEMBL3706341
CHEMBL3646611,COc1ccc(Nc2ncc(C(N)C(F)(F)F)cc2-c2nc(C)nc(N)n2)cn1,7.23,CHEMBL3706341
CHEMBL2165021,COc1ccc(Nc2nccnc2-c2cc(N)nc(C)n2)cn1,7.23,CHEMBL3706341
CHEMBL3358286,Cc1nc(N)nc(-c2cc(C(C)(C)O)cnc2Nc2cncc(S(=O)(=O)c3ccccc3)c2)n1,7.24,CHEMBL3706341
CHEMBL3646438,COc1ccc(Nc2ncc(NCc3ccccc3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.24,CHEMBL3706341
CHEMBL3698292,COCCN(C)c1cnc2c(c1)N(c1c(C)c(-c3ccccn3)nc3cc(F)ccc13)CC2(C)C,7.25,CHEMBL3705734
CHEMBL3356894,COc1cncc(-c2ccc3nc(NC(=O)NCCCN(C)C)sc3c2)c1,7.25,CHEMBL3363928
CHEMBL5431144,Nc1cc(C(F)(F)F)c(-c2nc(C3CCOCC3)nc(N3CCOCC3)n2)cn1,7.25,CHEMBL5321639
CHEMBL3646570,COc1ccc(Nc2ncc(C(C)(C)N)cc2-c2nc(C)nc(N)n2)cn1,7.25,CHEMBL3706341
CHEMBL2165025,COc1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc(N)n2)c1,7.26,CHEMBL3706341
CHEMBL3646615,COCCOc1cnc(Nc2cnc(OC)c(NS(C)(=O)=O)c2)c(-c2nc(C)nc(N)n2)c1,7.26,CHEMBL3706341
CHEMBL4744965,C[C@@H]1COCCN1c1nc(-c2cnc(N)nc2C(F)(F)F)nc2c1C[C@@H]1COCCN21,7.26,CHEMBL4732440
CHEMBL3643925,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc3ncoc3c2)n1,7.26,CHEMBL3706341
CHEMBL3646475,COc1ccc(Nc2ncc(CNCc3ccccn3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.27,CHEMBL3706341
CHEMBL4516675,C[C@@H]1COCCN1c1nc(-c2cnc(N)cc2C(F)(F)F)nc(N2CCOCC2)n1,7.27,CHEMBL4360966
CHEMBL3618235,Cc1nc(N)nc(-c2c(Nc3ccc4ccncc4c3)nc3ccccn23)n1,7.27,CHEMBL3620380
CHEMBL1668272,Cc1nc(N)c2cccc(C(=O)Nc3ccc(N(C)C)nc3)c2n1,7.27,CHEMBL1670738
CHEMBL5426885,C[C@@H]1COC[C@H](C)N1c1nc(C2=CCOCC2)nc(-c2cnc(N)cc2C(F)F)n1,7.28,CHEMBL5321639
CHEMBL3701688,Cc1ccnc(-c2nc3cnccc3c(N3CC(C)(C)c4ncc(N5CCOCC5)cc43)c2C)c1,7.28,CHEMBL3705734
CHEMBL3646523,CC(=O)Nc1ccc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,7.28,CHEMBL3706341
CHEMBL5783845,NC(=O)c1cccc(-c2nc3cc(N[C@H](C(N)=O)C4CC4)cc4c3n2CCCO4)c1,7.28,CHEMBL5731104
CHEMBL3356893,CCNC(=O)Nc1nc2ccc(-c3cncc(OC)c3)cc2s1,7.28,CHEMBL3363928
CHEMBL1615188,CSc1nccc(-c2ccc3nc(NC(C)=O)sc3c2)n1,7.28,CHEMBL1775879
CHEMBL3646462,COc1ccc(Nc2nc(N3CCCC3)ncc2-c2nc(C)nc(N)n2)cn1,7.29,CHEMBL3706341
CHEMBL1822213,O=S(=O)(Nc1cc(-c2ccc3nncn3c2)cnc1Cl)c1ccc(F)cc1,7.29,CHEMBL1828259
CHEMBL5808097,Nc1nc2cc(-n3nc4cc(Br)cc5c4c3CCCO5)ccc2o1,7.29,CHEMBL5731104
CHEMBL3701683,Cc1ccnc(-c2nc3ncccc3c(N3CC(C)(C)c4nc(Cl)c(N5CCOCC5)cc43)c2C)c1,7.3,CHEMBL3705734
CHEMBL2071336,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccc(S(C)(=O)=O)c(F)c1,7.3,CHEMBL2072997
CHEMBL3698341,Cc1nc2c(Cl)cccc2c(N2CC(C)(C)c3ccc(N4CCOCC4)cc32)c1C,7.3,CHEMBL3705734
CHEMBL3643933,Cc1nc(-c2cc(Br)cnc2Nc2cccc3[nH]ncc23)c2nc[nH]c2n1,7.3,CHEMBL3706341
CHEMBL3698288,Cc1c(-c2cccnc2)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2ccc(N3CCOCC3)cc21,7.32,CHEMBL3705734
CHEMBL1950038,CNC(=O)c1ccc2c(c1)OCCc1cc(C(=O)N(C)c3cc(C(=O)N4CCN(C)CC4)ccc3Cl)sc1-2,7.32,CHEMBL1954960
CHEMBL3646477,COc1ccc(Nc2ncc(CNCc3cccnc3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.32,CHEMBL3706341
CHEMBL1949911,c1cc(-c2nc(N3CCOCC3)c3ccsc3n2)c2cn[nH]c2c1,7.33,CHEMBL1954960
CHEMBL1822210,CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2o1,7.33,CHEMBL1828259
CHEMBL2171935,Cc1c(-c2ccccc2F)nc2ccccc2c1N1CC(C)(C)c2ccc(N3CCOCC3)cc21,7.33,CHEMBL3705734
CHEMBL5907883,COc1cnc2cc(-c3nc4cc(N[C@H](C(N)=O)C5CC5)cc5c4n3CCCO5)ccc2n1,7.33,CHEMBL5731104
CHEMBL3646532,COc1ccc(Nc2ncc(N3CC[C@H](O)C3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.33,CHEMBL3706341
CHEMBL3646563,COc1ccc(Nc2ncc(OC(F)F)cc2-c2nc(C)nc(N)n2)cn1,7.33,CHEMBL3706341
CHEMBL5435788,Nc1ncc(-c2nc(C3CCOCC3)nc(N3CCOCC3)n2)c(C(F)(F)F)n1,7.34,CHEMBL5321639
CHEMBL5949111,Cc1cc(-c2nc3cc(N[C@H](C(N)=O)C4CC4)cc4c3n2CCCO4)nc(CO)n1,7.35,CHEMBL5731104
CHEMBL3646571,COc1ncc(Nc2ncc(C(C)(C)N)cc2-c2nc(C)nc(N)n2)cc1F,7.35,CHEMBL3706341
CHEMBL3646430,COc1ccc(Nc2ncc(CNc3ccccc3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.35,CHEMBL3706341
CHEMBL3646461,COc1ccc(Nc2nc(N(C)C)ncc2-c2nc(C)nc(N)n2)cn1,7.35,CHEMBL3706341
CHEMBL3646545,COc1ccc(Nc2nc3ccccc3cc2-c2nc(C)nc(N)n2)cn1,7.35,CHEMBL3706341
CHEMBL3646631,COc1ncc(Nc2ncc(CN3CCN(C(=O)N(C)C4CC4)CC3)cc2-c2nc(C)nc(N)n2)cc1F,7.35,CHEMBL3706341
CHEMBL3646580,Cc1nc(N)nc(-c2cc(C(C)N3CCOCC3)cnc2Nc2ccc3scnc3c2)n1,7.35,CHEMBL3706341
CHEMBL2071331,CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(C#N)c2)s1,7.35,CHEMBL2072997
CHEMBL3646599,Cc1nc(N)nc(-c2cc([C@@H](C)N3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc(Cl)nc2)n1,7.36,CHEMBL3706341
CHEMBL3698340,Cc1nc2c(C)cccc2c(N2CC(C)(C)c3ccc(N4CCOCC4)cc32)c1C,7.36,CHEMBL3705734
CHEMBL3649481,COc1ncc(Nc2ncc([C@H](C)N3CCOCC3)cc2-c2nc(C)nc(N)n2)cc1F,7.36,CHEMBL3706341
CHEMBL3643941,COc1ccc(Nc2ncc(CO)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.36,CHEMBL3706341
CHEMBL5783002,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4[nH]ncc4c1)n3CCCO2)C1CC1,7.36,CHEMBL5731104
CHEMBL2206916,Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C(C)C)c2)n1,7.36,CHEMBL3706341
CHEMBL3646506,COc1ncc(Nc2ncc(C(=O)N3CCC(O)CC3)cc2-c2nc(C)nc(N)n2)cc1F,7.36,CHEMBL3706341
CHEMBL3646547,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc3ncsc3c2)n1,7.37,CHEMBL3706341
CHEMBL3646434,COc1ccc(Nc2ncc(CN3CCN(C(=O)N(C)C)CC3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.37,CHEMBL3706341
CHEMBL3618239,COc1ccc(Nc2nc3ccc(N4CCNCC4)cn3c2-c2nc(C)nc(N)n2)cn1,7.37,CHEMBL3620380
CHEMBL3618236,Cc1nc(N)nc(-c2c(Nc3ccc4cccnc4c3)nc3ccccn23)n1,7.37,CHEMBL3620380
CHEMBL5220481,Nc1ncc(-c2nc(N3CCOCC3)c3c(n2)N2CCOC[C@H]2C3)cn1,7.38,CHEMBL5730841
CHEMBL3646428,COc1ccc(Nc2ncc(CNc3ccncc3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.38,CHEMBL3706341
CHEMBL3646436,COc1ccc(Nc2ncc(CN3CCN(C(C)=O)CC3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.38,CHEMBL3706341
CHEMBL3701677,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2nc(C#N)c(N3CCOCC3)cc21,7.38,CHEMBL3705734
CHEMBL3646541,COc1ccc(Nc2ncc(CN3CCn4ncnc4C3)cc2-c2nc(C)nc(N)n2)cn1,7.39,CHEMBL3706341
CHEMBL4277399,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)cc(N3CCOCC3)n2)cn1,7.39,CHEMBL4276427
CHEMBL3646531,COc1ccc(Nc2ncc(N3CC[C@H](CO)C3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.4,CHEMBL3706341
CHEMBL5426665,NC(=O)c1nc(-c2cccc(O)c2)nc2c1[nH]c(=O)n2CC1CCOC1,7.4,CHEMBL5327182
CHEMBL5413636,NC(=O)c1nc(-c2cccc(O)c2)nc2c1[nH]c(=O)n2C1CCCC1,7.4,CHEMBL5327182
CHEMBL5407812,CS(=O)(=O)N1CCC(n2c(=O)[nH]c3c(C(N)=O)nc(-c4cccc(O)c4)nc32)CC1,7.4,CHEMBL5327182
CHEMBL3646476,COc1ccc(Nc2ncc(CNCc3ccncc3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.4,CHEMBL3706341
CHEMBL3646447,COc1ccc(Nc2ncc(N3CCC[C@@H]3CO)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.4,CHEMBL3706341
CHEMBL5424200,NC(=O)c1nc(-c2cccc(O)c2)nc2c1[nH]c(=O)n2-c1ccc(N2CCOCC2)cc1,7.4,CHEMBL5327182
CHEMBL3639454,COc1ccc(Nc2ncc(CN3CC(NS(C)(=O)=O)C3)cc2-c2nc(C)nc(N)n2)cn1,7.41,CHEMBL3706341
CHEMBL5408589,Nc1cc(C(F)F)c(-c2nc(C3CCOCC3)nc(N3CCOCC3)n2)cn1,7.41,CHEMBL5321639
CHEMBL3646457,COc1ccc(Nc2nc3ccccc3cc2-c2nc(C)nc3[nH]cnc23)cn1,7.42,CHEMBL3706341
CHEMBL5430194,Nc1cc(C(F)F)c(-c2nc(C3=CCOCC3)nc(N3CCOCC3)n2)cn1,7.42,CHEMBL5321639
CHEMBL5922279,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4c(c1)C(=O)NC4)n3CCCO2)C1CC1,7.43,CHEMBL5731104
CHEMBL4528622,C[C@H]1COC[C@H](C)N1c1nc(-c2cnc(N)cc2C(F)(F)F)nc(N2[C@@H](C)COC[C@@H]2C)n1,7.43,CHEMBL4360966
CHEMBL3646583,COc1ncc(Nc2ncc([C@@H](C)N3CCOCC3)cc2-c2nc(C)nc(N)n2)cc1F,7.43,CHEMBL3706341
CHEMBL3646600,Cc1nc(N)nc(-c2cc([C@@H](C)N3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc3cccnc3c2)n1,7.44,CHEMBL3706341
CHEMBL3643927,Cc1cnc(Nc2cccc3[nH]ncc23)c(-c2nc(C)nc(N)n2)c1,7.44,CHEMBL3706341
CHEMBL3646492,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2cnc(O)c(F)c2)n1,7.44,CHEMBL3706341
CHEMBL2165037,Cc1nc(-c2cccnc2Nc2cccc3n[nH]cc23)c2[nH]cnc2n1,7.44,CHEMBL3706341
CHEMBL3646442,COc1cccc(Nc2cnc(Nc3ccc(OC)nc3)c(-c3nc(C)nc4[nH]cnc34)c2)c1,7.46,CHEMBL3706341
CHEMBL3643942,COc1ccc(NCc2cnc(Nc3ccc(OC)nc3)c(-c3nc(C)nc4[nH]cnc34)c2)cc1,7.46,CHEMBL3706341
CHEMBL2071328,CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(Cl)c2)s1,7.46,CHEMBL2072997
CHEMBL3649482,COc1ccc(Nc2ncc([C@H](O)C(F)(F)F)cc2-c2nc(C)nc(N)n2)cn1,7.47,CHEMBL3706341
CHEMBL3646609,COc1ccc(Nc2ncc(C(N3CCN(S(C)(=O)=O)CC3)C(F)(F)F)cc2-c2nc(C)nc(N)n2)cn1,7.47,CHEMBL3706341
CHEMBL5982820,COc1ccc(-c2nc3cc(N[C@H](C(N)=O)C4CC4)cc4c3n2CCCO4)cc1OC(F)F,7.47,CHEMBL5731104
CHEMBL3646524,COc1ncc(Nc2nc(C)ccc2-c2nc(C)nc(N)n2)cc1F,7.48,CHEMBL3706341
CHEMBL3643937,Cc1nc(-c2cc(CO)cnc2Nc2cccc3[nH]ncc23)c2nc[nH]c2n1,7.48,CHEMBL3706341
CHEMBL3646489,COc1ccc(Nc2ncc(CN3CCOCC3=O)cc2-c2nc(C)nc(N)n2)cn1,7.48,CHEMBL3706341
CHEMBL3646568,COc1ccc(Nc2ncc([C@@H](O)C(F)(F)F)cc2-c2nc(C)nc(N)n2)cn1.COc1ccc(Nc2ncc([C@H](O)C(F)(F)F)cc2-c2nc(C)nc(N)n2)cn1,7.48,CHEMBL3706341
CHEMBL3701682,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2nc(C#N)c(N3CCOCC3)cc21,7.48,CHEMBL3705734
CHEMBL3646439,COc1ccc(Nc2ncc(Nc3ccccc3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.48,CHEMBL3706341
CHEMBL5777813,NC(=O)[C@@H]1CCCN1c1cc2c3c(c1)nc(-c1ccc4[nH]cnc4c1)n3CCCO2,7.48,CHEMBL5731104
CHEMBL2165053,Cc1nc(N)nc(-c2cccnc2Nc2cccc3[nH]ncc23)n1,7.48,CHEMBL3706341
CHEMBL3646427,COc1ccc(Nc2ncc(CNc3cccnn3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.48,CHEMBL3706341
CHEMBL6053372,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4ncsc4c1)n3CCCO2)C1CC1,7.49,CHEMBL5731104
CHEMBL4281768,CC[C@@H]1COCCN1c1nc(-c2cnc(N)cc2C(F)F)nc(N2CCOC[C@H]2CC)n1,7.49,CHEMBL4276427
CHEMBL5430685,NC(=O)c1nc(-c2cccc(O)c2)nc2c1[nH]c(=O)n2CCc1cccs1,7.5,CHEMBL5327182
CHEMBL3646569,COc1ncc(Nc2ncc([C@H](C)N3CCOCC3)cc2-c2cc(N)nc(C)n2)cc1F,7.5,CHEMBL3706341
CHEMBL3701691,Cc1c(-c2cc(F)cc(F)c2)nc2ncccc2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,7.5,CHEMBL3705734
CHEMBL3646606,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)C[C@@H]3C)cnc2Nc2ccc(Cl)nc2)n1,7.5,CHEMBL3706341
CHEMBL4535115,C[C@@H]1COC[C@H](C)N1c1nc(-c2cnc(N)cc2C(F)(F)F)nc(N2[C@H](C)COC[C@@H]2C)n1,7.5,CHEMBL4360966
CHEMBL1796756,CN(C(=O)c1cc2c(s1)-c1ccc(C(=O)N3CCOCC3)cc1OCC2)c1ccccc1Cl,7.51,CHEMBL1798651
CHEMBL3646576,COc1ncc(Nc2ncc(C(C)(C)O)nc2-c2cc(N)nc(C)n2)cc1F,7.51,CHEMBL3706341
CHEMBL5883905,COc1nc(C)cc(-c2nc3cc(N[C@H](C(N)=O)C4CC4)cc4c3n2CCCO4)n1,7.51,CHEMBL5731104
CHEMBL3649477,COc1ccc(Nc2ncc([C@H](O)C(C)(C)C)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.51,CHEMBL3706341
CHEMBL4569737,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CC4CCC(C3)O4)n2)cn1,7.51,CHEMBL4360966
CHEMBL3701661,Cc1c(-c2ccccn2)nc2cnccc2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,7.51,CHEMBL3705734
CHEMBL5181023,NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3CCCOC3=O)nc1-2,7.52,CHEMBL5153851
CHEMBL2071333,CC(=O)Nc1nc(C)c(-c2ccc(-n3cccn3)cc2)s1,7.52,CHEMBL2072997
CHEMBL1949925,CN(C(=O)c1cc2c(s1)-c1ccc(-c3cccc(CC(=O)O)c3)cc1OCC2)c1ccccc1Cl,7.52,CHEMBL1954960
CHEMBL2171918,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ccc(N3CCOCC3)cc21,7.52,CHEMBL3705734
CHEMBL3769857,CNC(=O)[C@@H]1CCCN1c1cc2c(cn1)-c1nc(-c3ncnn3C(C)C)cn1CCO2,7.52,CHEMBL3774221
CHEMBL3646594,Cc1nc(N)cc(-c2cccnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)n1,7.54,CHEMBL3706341
CHEMBL3701679,C=Cc1nc2c(cc1N1CCOCC1)N(c1c(C)c(-c3ccccn3)nc3cc(F)ccc13)CC21CCOCC1,7.54,CHEMBL3705734
CHEMBL4288037,Nc1cc(C(F)F)c(-c2nc(N3CCOCC3)cc(N3CCOCC3)n2)cn1,7.54,CHEMBL4276427
CHEMBL5421875,C[C@H]1COCCN1c1nc(-c2cnc(N)cc2C(F)F)nc(C2CCOCC2)n1,7.54,CHEMBL5321639
CHEMBL3618231,COc1ccc(Nc2nc3ccccn3c2-c2nc(C)nc(N)n2)cn1,7.54,CHEMBL3620380
CHEMBL3646446,COc1ccc(Nc2ncc(N3CCC[C@H]3CO)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.54,CHEMBL3706341
CHEMBL3698294,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ncc(-c3ncnc4nc[nH]c34)cc21,7.54,CHEMBL3705734
CHEMBL3701662,Cc1c(-c2cc(F)cc(F)c2)nc2cnccc2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,7.55,CHEMBL3705734
CHEMBL3649441,O=S(=O)(Nc1cc(-c2cnc3ccccn23)cnc1Cl)c1ccc(F)cc1,7.55,CHEMBL3705286
CHEMBL2071332,CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(C(F)(F)F)c2)s1,7.55,CHEMBL2072997
CHEMBL5396454,C[C@H]1COCCN1c1nc(C2=CCOCC2)nc(-c2cnc(N)cc2C(F)F)n1,7.55,CHEMBL5321639
CHEMBL3698345,COc1cc2nc(C)c(C)c(N3CCS(=O)(=O)c4ccc(N5CCOCC5)cc43)c2cc1Cl,7.55,CHEMBL3705734
CHEMBL4518668,C[C@@H]1COC[C@H](C)N1c1nc(-c2cnc(N)cc2C(F)(F)F)nc(N2CCOCC2)n1,7.56,CHEMBL4360966
CHEMBL3701674,Cc1c(-c2ccccc2)nc2ncccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,7.56,CHEMBL3705734
CHEMBL3646604,COc1ncc(Nc2ncc(CN3CCOC[C@@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,7.57,CHEMBL3706341
CHEMBL5852386,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4nc(Cl)nn4c1)n3CCCO2)C1CC1,7.57,CHEMBL5731104
CHEMBL2171920,Cc1c(-c2cccnc2)nc2cc(F)ccc2c1N1CC(C)(C)c2ccc(N3CCOCC3)cc21,7.57,CHEMBL3705734
CHEMBL1822212,O=S(=O)(Nc1cc(-c2ccc3ncoc3c2)cnc1Cl)c1ccc(F)cc1,7.58,CHEMBL1828259
CHEMBL3646511,COc1cncc(Nc2ncccc2-c2nc(C)nc3[nH]cnc23)c1,7.58,CHEMBL3706341
CHEMBL5947505,CS(=O)(=O)c1cncc(-c2nc3cc(N[C@H](C(N)=O)C4CC4)cc4c3n2CCCO4)c1,7.58,CHEMBL5731104
CHEMBL3618244,COc1ccc(Nc2nc3ccc(C(C)(C)O)cn3c2-c2nc(C)nc(N)n2)cn1,7.58,CHEMBL3620380
CHEMBL5929567,NC(=O)[C@@H]1CCCN1c1cc2c3c(c1)nc(-c1ccnc4[nH]nnc14)n3CCCO2,7.59,CHEMBL5731104
CHEMBL4279445,Nc1cc(C(F)F)c(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cn1,7.59,CHEMBL4276427
CHEMBL3646429,COc1ccc(Nc2ncc(CNc3ccccn3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.6,CHEMBL3706341
CHEMBL3646621,COc1cc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)cnc1Cl,7.6,CHEMBL3706341
CHEMBL5419036,Nc1cc(C(F)(F)F)c(-c2nc(C3=CCOCC3)nc(N3CCOCC3)n2)cn1,7.6,CHEMBL5321639
CHEMBL3698347,Cc1c(-c2ccccc2F)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2ccc(N3CCOCC3)cc21,7.6,CHEMBL3705734
CHEMBL6014821,C[C@H](Nc1cc2c3c(c1)nc(-c1ccncn1)n3CCCO2)C(N)=O,7.61,CHEMBL5731104
CHEMBL5988949,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4c(n1)OCCO4)n3CCCO2)C1CC1,7.62,CHEMBL5731104
CHEMBL2165270,Cc1nc(N)cc(-c2cccnc2Nc2cccc(O)c2)n1,7.62,CHEMBL3706341
CHEMBL3646630,COc1ncc(Nc2ncc(CN3CCN(C(=O)N(C)CC(F)(F)F)CC3)cc2-c2nc(C)nc(N)n2)cc1F,7.62,CHEMBL3706341
CHEMBL2170087,COc1ncc(Nc2ncc([C@H](C)N3CCN(S(C)(=O)=O)C[C@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,7.62,CHEMBL3706341
CHEMBL6052474,COc1ccc(-n2nc3cc(N[C@H](C(N)=O)C4CC4)cc4c3c2CCCO4)cn1,7.62,CHEMBL5731104
CHEMBL3646592,COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cc1C(C)C,7.62,CHEMBL3706341
CHEMBL3646582,Cc1nc(N)nc(-c2cc(C(C)N3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc3scnc3c2)n1,7.62,CHEMBL3706341
CHEMBL4279881,Nc1cc(C(F)F)c(-c2nc(N3CCOCC3)nc(N3CC4CCC(C3)O4)n2)cn1,7.62,CHEMBL4276427
CHEMBL5963120,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4c(c1)OCO4)n3CCCO2)C1CC1,7.63,CHEMBL5731104
CHEMBL3698346,Cc1c(-c2ccccc2F)nc2cccc(F)c2c1N1CCS(=O)(=O)c2ccc(N3CCOCC3)cc21,7.63,CHEMBL3705734
CHEMBL5221080,Nc1ncc(-c2nc(N3CCOCC3)nc3c2C[C@@H]2COCCN32)cn1,7.64,CHEMBL5730841
CHEMBL3646445,COc1ccc(Nc2ncc(N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.64,CHEMBL3706341
CHEMBL1949926,CN(C(=O)c1cc2c(s1)-c1ccc(-c3cccc(CN)c3)cc1OCC2)c1ccccc1Cl,7.64,CHEMBL1954960
CHEMBL3646542,COc1ccc(Nc2ncc(C(O)c3cc(Br)ccc3S(=O)(=O)N(C)C)cc2-c2nc(C)nc(N)n2)cn1,7.64,CHEMBL3706341
CHEMBL1822059,O=S(=O)(Nc1cc(-c2ccc3nccn3c2)cnc1Cl)c1ccc(F)cc1,7.64,CHEMBL1828259
CHEMBL3357874,Cc1nc(N)nc(-c2cc(C(C)(C)O)cnc2Nc2cncc(F)c2)n1,7.64,CHEMBL3706341
CHEMBL3643940,COc1ccc(Nc2ncc(CCO)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.64,CHEMBL3706341
CHEMBL5986346,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4c(c1)OCCO4)n3CCCO2)C1CC1,7.64,CHEMBL5731104
